,State,Month,Age,Vaccine,Republican.Rep.,Democratics.Rep.,Region,Season
2168,Missouri,Apr,4,72.9,0.41,0.42,Midwest,Far
2169,Montana,Apr,4,64.7,0.49,0.3,West,Far
2170,Nebraska,Apr,4,70.1,0.47,0.36,Midwest,Far
2171,Nevada,Apr,4,65.3,0.37,0.46,West,Far
2172,New Hampshire,Apr,4,70.6,0.35,0.44,Northeast,Far
2173,New Jersey,Apr,4,NA,0.3,0.51,Northeast,Far
2174,New Mexico,Apr,4,67.8,0.37,0.48,West,Far
2175,New York,Apr,4,65.5,0.28,0.53,Northeast,Far
2176,North Carolina,Apr,4,72.9,0.41,0.43,South,Far
2177,North Dakota,Apr,4,67.4,0.5,0.33,Midwest,Far
2178,Ohio,Apr,4,69.5,0.42,0.4,Midwest,Far
2179,Oklahoma,Apr,4,74.1,0.45,0.4,South,Far
2180,Oregon,Apr,4,68.1,0.32,0.47,West,Far
2181,Pennsylvania,Apr,4,73.5,0.39,0.46,Northeast,Far
2182,Rhode Island,Apr,4,73.4,0.3,0.48,Northeast,Far
2183,South Carolina,Apr,4,68.9,0.43,0.39,South,Far
2184,South Dakota,Apr,4,66.9,0.53,0.37,Midwest,Far
2185,Tennessee,Apr,4,66.9,0.48,0.36,South,Far
2186,Texas,Apr,4,67.4,0.39,0.4,South,Far
2187,Utah,Apr,4,63.8,0.54,0.3,West,Far
2188,Vermont,Apr,4,69.4,0.29,0.57,Northeast,Far
2189,Virginia,Apr,4,71.4,0.43,0.39,South,Far
2190,Washington,Apr,4,70.8,0.33,0.44,West,Far
2191,West Virginia,Apr,4,68.2,0.43,0.41,South,Far
2192,Wisconsin,Apr,4,66,0.42,0.42,Midwest,Far
2193,Wyoming,Apr,4,63.1,0.57,0.25,West,Far
2194,Alabama,May,4,71.5,0.52,0.35,South,Far
2195,Alaska,May,4,61.2,0.39,0.32,West,Far
2196,Arizona,May,4,64.4,0.4,0.39,West,Far
2197,Arkansas,May,4,62.8,0.46,0.38,South,Far
2198,California,May,4,69,0.3,0.49,West,Far
2199,Colorado,May,4,70.4,0.41,0.42,West,Far
2200,Connecticut,May,4,75.4,0.32,0.5,Northeast,Far
2201,Delaware,May,4,70.1,0.29,0.55,South,Far
2202,District of Columbia,May,4,NA,NA,NA,South,Far
2203,Florida,May,4,61.1,0.37,0.44,South,Far
2204,Georgia,May,4,58.4,0.41,0.41,South,Far
2205,Hawaii,May,4,66.8,0.28,0.51,West,Far
2206,Idaho,May,4,66.4,0.49,0.32,West,Far
2207,Illinois,May,4,67.4,0.33,0.48,Midwest,Far
2208,Indiana,May,4,67.6,0.42,0.37,Midwest,Far
2209,Iowa,May,4,72.4,0.41,0.4,Midwest,Far
2210,Kansas,May,4,68,0.46,0.31,Midwest,Far
2211,Kentucky,May,4,66,0.44,0.43,South,Far
2212,Louisiana,May,4,64.3,0.41,0.43,South,Far
2213,Maine,May,4,67.5,0.36,0.47,Northeast,Far
2214,9yland,May,4,72.7,0.31,0.55,South,Far
2215,Massachusetts,May,4,72.1,0.27,0.56,Northeast,Far
2216,Michigan,May,4,65.6,0.34,0.47,Midwest,Far
2217,Minnesota,May,4,68,0.39,0.46,Midwest,Far
2218,Mississippi,May,4,68.3,0.44,0.42,South,Far
2219,Missouri,May,4,72.9,0.41,0.42,Midwest,Far
2220,Montana,May,4,67.8,0.49,0.3,West,Far
2221,Nebraska,May,4,70.5,0.47,0.36,Midwest,Far
2222,Nevada,May,4,65.3,0.37,0.46,West,Far
2223,New Hampshire,May,4,71.5,0.35,0.44,Northeast,Far
2224,New Jersey,May,4,NA,0.3,0.51,Northeast,Far
2225,New Mexico,May,4,68.7,0.37,0.48,West,Far
2226,New York,May,4,66.3,0.28,0.53,Northeast,Far
2227,North Carolina,May,4,72.9,0.41,0.43,South,Far
2228,North Dakota,May,4,68.6,0.5,0.33,Midwest,Far
2229,Ohio,May,4,70,0.42,0.4,Midwest,Far
2230,Oklahoma,May,4,75.5,0.45,0.4,South,Far
2231,Oregon,May,4,68.1,0.32,0.47,West,Far
2232,Pennsylvania,May,4,73.8,0.39,0.46,Northeast,Far
2233,Rhode Island,May,4,74.1,0.3,0.48,Northeast,Far
2234,South Carolina,May,4,68.9,0.43,0.39,South,Far
2235,South Dakota,May,4,67.1,0.53,0.37,Midwest,Far
2236,Tennessee,May,4,66.9,0.48,0.36,South,Far
2237,Texas,May,4,67.5,0.39,0.4,South,Far
2238,Utah,May,4,64.2,0.54,0.3,West,Far
2239,Vermont,May,4,69.4,0.29,0.57,Northeast,Far
2240,Virginia,May,4,71.4,0.43,0.39,South,Far
2241,Washington,May,4,71.7,0.33,0.44,West,Far
2242,West Virginia,May,4,69.1,0.43,0.41,South,Far
2243,Wisconsin,May,4,66,0.42,0.42,Midwest,Far
2244,Wyoming,May,4,63.9,0.57,0.25,West,Far
